user_id,community_id
1746,2
1747,0
1748,1
1749,0
1750,10
1751,12
1752,2
1753,1
1754,11
1755,1
1756,8
1757,8
1758,6
1759,6
1760,4
1761,6
1762,9
1763,4
1764,6
1765,6
1766,1
1767,6
1768,1
1769,4
1770,10
1771,0
1772,2
1773,3
1774,0
1775,11
1776,6
1777,7
1778,0
1779,1
1780,4
1781,5
1782,0
1783,2
1784,2
1785,1
1786,7
1787,1
1788,1
1789,11
1790,0
1791,11
1792,9
1793,0
1794,6
1795,1
1796,2
1797,10
1798,1
1799,2
1800,6
1801,4
1802,9
1803,8
1804,8
1805,3
1806,10
1807,1
1808,2
1809,12
1810,1
1811,13
1812,0
1813,0
1814,4
1815,7
1816,14
1817,14
1818,10
1819,7
1820,14
1821,7
1822,5
1823,14
1824,1
1825,6
1826,0
1827,0
1828,1
1829,1
1830,11
1831,4
1832,2
1833,2
1834,9
1835,14
1836,0
1837,7
1838,14
1839,14
1840,14
1841,0
1842,1
1843,9
1844,11
1845,0
1846,6
1847,2
1848,9
1849,14
1850,1
1851,3
1852,1
1853,11
1854,5
1855,8
1856,2
1857,1
1858,9
1859,1
1860,8
1861,2
1862,0
1863,4
1864,1
1865,9
1866,10
1867,10
1868,7
1869,1
1870,1
1871,0
1872,5
1873,0
1874,4
1875,0
1876,0
1877,11
1878,11
1879,4
1880,7
1881,11
1882,3
1883,0
1884,7
1885,9
1886,4
1887,1
1888,2
1889,0
1890,4
1891,4
1892,3
1893,13
1894,4
1895,0
1896,5
1897,7
1898,7
1899,9
1900,9
1901,10
1902,0
1903,0
1904,8
1905,9
1906,10
1907,9
1908,11
1909,9
1910,9
1911,0
1912,0
1913,3
1914,5
1915,5
1916,0
1917,8
1918,10
1919,9
1920,0
1921,3
1922,6
1923,6
1924,9
1925,0
1926,9
1927,13
1928,2
1929,2
1930,7
1931,8
1932,5
1933,1
1934,0
1935,3
1936,3
1937,13
1938,1
1939,4
1940,2
1941,1
1942,6
1943,13
1944,7
1945,2
1946,5
1947,6
1948,3
1949,3
1950,5
1951,7
1952,2
1953,4
1954,0
1955,8
1956,2
1957,4
1958,5
1959,2
1960,2
1961,3
1962,3
1963,8
1964,4
1965,3
1966,1
1967,6
1968,0
1969,14
1970,1
1971,4
1972,14
1973,1
1974,14
1975,4
1976,7
1977,14
1978,14
1979,4
1980,0
1981,14
1982,14
1983,11
1984,3
1985,3
1986,6
1987,2
1988,8
1989,0
1990,11
1991,3
1992,9
1993,2
1994,0
1995,14
1996,14
1997,14
1998,14
1999,12
2000,0
2001,2
2002,5
2003,4
2004,0
2005,8
2006,1
2007,7
2008,0
2009,0
2010,1
2011,15
2012,4
2013,8
2014,12
2015,8
2016,10
2017,2
2018,7
2019,0
2020,3
2021,9
2022,2
2023,0
2024,15
2025,10
2026,6
2027,9
2028,2
2029,9
2030,10
2031,7
2032,0
2033,5
2034,10
2035,10
2036,12
2037,3
2038,3
2039,4
2040,8
2041,5
2042,1
2043,3
2044,7
2045,10
2046,11
2047,10
2048,11
2049,4
2050,2
2051,6
2052,1
2053,13
2054,7
2055,4
2056,4
2057,2
2058,8
2059,9
2060,13
2061,0
2062,4
2063,3
2064,3
2065,10
2066,3
2067,5
2068,2
2069,5
2070,10
2071,9
2072,10
2073,0
2074,11
2075,7
2076,5
2077,10
2078,4
2079,12
2080,1
2081,0
2082,8
2083,3
2084,5
2085,4
2086,10
2087,9
2088,0
2089,9
2090,0
2091,8
2092,0
2093,9
2094,5
2095,14
2096,3
2097,14
2098,14
2099,14
2100,0
2101,14
2102,6
2103,14
2104,0
2105,6
2106,5
2107,2
2108,1
2109,14
2110,0
2111,2
2112,14
2113,1
2114,14
2115,10
2116,1
2117,6
2118,9
2119,14
2120,8
2121,1
2122,6
2123,11
2124,14
2125,14
2126,9
2127,4
2128,0
2129,0
2130,3
2131,4
2132,3
2133,3
2134,7
2135,0
2136,14
2137,11
2138,14
2139,8
2140,14
2141,3
2142,11
2143,3
2144,12
2145,4
2146,13
2147,11
2148,4
2149,8
2150,5
2151,10
2152,1
2153,11
2154,2
2155,11
2156,9
2157,0
2158,2
2159,11
2160,5
2161,10
2162,7
2163,9
2164,2
2165,6
2166,11
2167,0
2168,0
2169,4
2170,7
2171,2
2172,11
2173,10
2174,4
2175,0
2176,12
2177,1
2178,1
2179,0
2180,1
2181,0
2182,7
2183,2
2184,2
2185,2
2186,5
2187,4
2188,0
2189,3
2190,0
2191,10
2192,6
2193,1
2194,7
2195,10
2196,0
2197,5
2198,2
2199,6
2200,4
2201,3
2202,6
2203,13
2204,4
2205,0
2206,4
2207,3
2208,7
2209,1
2210,5
2211,2
2212,4
2213,10
2214,10
2215,10
2216,10
2217,0
2218,6
2219,8
2220,10
2221,3
2222,6
2223,2
2224,13
2225,11
2226,3
2227,10
2228,8
2229,0
2230,10
2231,2
2232,10
2233,8
2234,3
2235,0
2236,2
2237,5
2238,2
2239,7
2240,5
2241,0
2242,2
2243,3
2244,3
2245,9
2246,13
2247,3
2248,0
2249,4
2250,14
2251,0
2252,14
2253,13
2254,1
2255,7
2256,3
2257,6
2258,5
2259,14
2260,1
2261,7
2262,3
2263,0
2264,14
2265,2
2266,14
2267,1
2268,1
2269,0
2270,14
2271,4
2272,3
2273,14
2274,0
2275,3
2276,0
2277,14
2278,0
2279,14
2280,14
2281,14
2282,0
2283,6
2284,8
2285,7
2286,10
2287,14
2288,0
2289,14
2290,1
2291,11
2292,10
2293,11
2294,5
2295,7
2296,7
2297,2
2298,9
2299,6
2300,0
2301,0
2302,6
2303,4
2304,1
2305,9
2306,6
2307,7
2308,7
2309,5
2310,2
2311,8
2312,4
2313,4
2314,10
2315,8
2316,0
2317,11
2318,10
2319,11
2320,11
2321,1
2322,2
2323,7
2324,3
2325,9
2326,8
2327,6
2328,4
2329,5
2330,3
2331,0
2332,0
2333,9
2334,11
2335,10
2336,2
2337,11
2338,2
2339,8
2340,5
2341,13
2342,0
2343,1
2344,5
2345,1
2346,4
2347,3
2348,8
2349,5
2350,5
2351,0
2352,12
2353,8
2354,4
2355,6
2356,1
2357,1
2358,1
2359,1
2360,6
2361,6
2362,8
2363,10
2364,8
2365,13
2366,1
2367,10
2368,3
2369,1
2370,2
2371,0
2372,14
2373,8
2374,5
2375,14
2376,14
2377,1
2378,8
2379,14
2380,3
2381,3
2382,2
2383,2
2384,9
2385,6
2386,14
2387,14
2388,7
2389,9
2390,0
2391,11
2392,6
2393,0
2394,1
2395,14
2396,14
2397,0
2398,14
2399,2
2400,6
2401,12
2402,5
2403,14
2404,6
2405,5
2406,14
2407,5
2408,7
2409,2
2410,11
2411,14
2412,2
2413,0
2414,0
2415,7
2416,8
2417,2
2418,14
2419,7
2420,4
2421,4
2422,12
2423,6
2424,2
2425,0
2426,0
2427,0
2428,5
2429,11
2430,4
2431,0
2432,7
2433,1
2434,4
2435,0
2436,10
2437,2
2438,4
2439,10
2440,3
2441,3
2442,12
2443,2
2444,11
2445,1
2446,4
2447,0
2448,1
2449,3
2450,6
2451,3
2452,2
2453,11
2454,8
2455,5
2456,6
2457,0
2458,11
2459,4
2460,0
2461,9
2462,5
2463,11
2464,8
2465,1
2466,5
2467,11
2468,0
2469,3
2470,0
2471,7
2472,2
2473,6
2474,7
2475,0
2476,7
2477,8
2478,9
2479,6
2480,8
2481,9
2482,0
2483,4
2484,5
2485,4
2486,6
2487,2
2488,11
2489,11
2490,1
2491,3
2492,10
2493,4
2494,0
2495,8
2496,4
2497,2
2498,2
2499,12
2500,0
2501,0
2502,3
2503,0
2504,10
2505,11
2506,8
2507,5
2508,5
2509,6
2510,3
2511,4
2512,2
2513,7
2514,9
2515,0
2516,0
2517,0
2518,11
2519,2
2520,0
2521,8
2522,5
2523,4
2524,3
2525,9
2526,12
2527,1
2528,4
2529,5
2530,5
2531,11
2532,9
2533,0
2534,14
2535,6
2536,15
2537,0
2538,11
2539,13
2540,1
2541,6
2542,9
2543,4
2544,5
2545,10
2546,11
2547,13
2548,4
2549,14
2550,8
2551,11
2552,14
2553,14
2554,11
2555,14
2556,6
2557,1
2558,10
2559,0
2560,0
2561,7
2562,13
2563,1
2564,8
2565,11
2566,11
2567,10
2568,3
2569,5
2570,0
2571,8
2572,1
2573,5
2574,8
2575,11
2576,7
2577,8
2578,4
2579,3
2580,10
2581,7
2582,0
2583,11
2584,7
2585,4
2586,3
2587,7
2588,11
2589,2
2590,1
2591,9
2592,1
2593,6
2594,2
2595,9
2596,9
2597,3
2598,5
2599,2
2600,2
2601,8
2602,3
2603,2
2604,0
2605,11
2606,7
2607,7
2608,3
2609,0
2610,3
2611,3
2612,0
2613,6
2614,6
2615,1
2616,4
2617,8
2618,3
2619,0
2620,0
2621,11
2622,5
2623,8
2624,2
2625,5
2626,13
2627,1
2628,2
2629,5
2630,6
2631,5
2632,1
2633,4
2634,6
2635,7
2636,14
2637,7
2638,6
2639,2
2640,9
2641,14
2642,11
2643,10
2644,0
2645,12
2646,0
2647,0
2648,0
2649,6
2650,1
2651,10
2652,8
2653,11
2654,14
2655,9
2656,14
2657,14
2658,0
2659,0
2660,1
2661,14
2662,14
2663,7
2664,14
2665,7
2666,14
2667,14
2668,6
2669,14
2670,6
2671,11
2672,0
2673,4
2674,14
2675,0
2676,9
2677,0
2678,10
2679,11
2680,11
2681,3
2682,6
2683,5
2684,4
2685,4
2686,3
2687,7
2688,9
2689,5
2690,1
2691,3
2692,12
2693,1
2694,4
2695,4
2696,8
2697,1
2698,2
2699,11
2700,7
2701,4
2702,4
2703,7
2704,12
2705,5
2706,1
2707,2
2708,4
2709,10
2710,3
2711,1
2712,0
2713,5
2714,7
2715,2
2716,10
2717,1
2718,3
2719,8
2720,9
2721,1
2722,0
2723,3
2724,4
2725,3
2726,8
2727,4
2728,1
2729,5
2730,2
2731,1
2732,5
2733,2
2734,8
2735,0
2736,2
2737,10
2738,6
2739,7
2740,7
2741,9
2742,2
2743,8
2744,3
2745,9
2746,9
2747,7
2748,4
2749,4
2750,8
2751,2
2752,2
2753,3
2754,7
2755,6
2756,3
2757,12
2758,11
2759,3
2760,3
2761,6
2762,3
2763,7
2764,0
2765,0
2766,9
2767,14
2768,5
2769,14
2770,1
2771,14
2772,14
2773,0
2774,14
2775,14
2776,8
2777,14
2778,14
2779,6
2780,0
2781,10
2782,7
2783,2
2784,1
2785,6
2786,9
2787,1
2788,14
2789,2
2790,0
2791,6
2792,4
2793,11
2794,8
2795,7
2796,5
2797,8
2798,8
2799,6
2800,11
2801,8
2802,4
2803,6
2804,11
2805,2
2806,9
2807,12
2808,2
2809,10
2810,1
2811,7
2812,0
2813,1
2814,7
2815,9
2816,8
2817,0
2818,5
2819,1
2820,9
2821,8
2822,7
2823,1
2824,10
2825,6
2826,3
2827,5
2828,6
2829,3
2830,5
2831,9
2832,8
2833,2
2834,3
2835,7
2836,0
2837,8
2838,0
2839,12
2840,7
2841,5
2842,2
2843,10
2844,7
2845,0
2846,0
2847,10
2848,8
2849,7
2850,1
2851,2
2852,1
2853,10
2854,8
2855,4
2856,11
2857,0
2858,3
2859,7
2860,3
2861,9
2862,0
2863,7
2864,6
2865,2
2866,3
2867,5
2868,4
2869,4
2870,4
2871,10
2872,3
2873,1
2874,1
2875,0
2876,1
2877,4
2878,7
2879,14
2880,9
2881,7
2882,3
2883,0
2884,10
2885,2
2886,9
2887,14
2888,9
2889,0
2890,2
2891,8
2892,3
2893,14
2894,0
2895,0
2896,0
2897,3
2898,3
2899,5
2900,0
2901,1
2902,14
2903,5
2904,1
2905,5
2906,6
2907,8
2908,10
2909,5
2910,3
2911,12
2912,9
2913,14
2914,8
2915,9
2916,0
2917,8
2918,5
2919,7
2920,12
2921,5
2922,0
2923,4
2924,7
2925,9
2926,3
2927,2
2928,13
2929,6
2930,6
2931,4
2932,2
2933,7
2934,0
2935,1
2936,2
2937,6
2938,7
2939,7
2940,8
2941,9
2942,2
2943,1
2944,10
2945,2
2946,3
2947,7
2948,0
2949,6
2950,7
2951,7
2952,2
2953,0
2954,7
2955,8
2956,3
2957,1
2958,0
2959,3
2960,2
2961,10
2962,10
2963,11
2964,3
2965,7
2966,3
2967,2
2968,13
2969,9
2970,3
2971,1
2972,11
2973,10
2974,0
2975,5
2976,6
2977,2
2978,1
2979,2
2980,8
2981,6
2982,4
2983,5
2984,4
2985,7
2986,5
2987,12
2988,1
2989,3
2990,6
2991,0
2992,0
